trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999999979388463}",30,15,-93.87817535790487,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 1}",1
2,False,"{'a': 0.5, 'e': 0.9999999978331688}",20,0,-99.4985703595755,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.999999997722073}",20,0,-27.60951739696094,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9999999976052811}",25,0,-124.20174507807211,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9999999974825013}",25,0,-182.35448184601458,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9999999973534264}",20,0,-119.09281670492672,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9999999972177336}",20,0,-141.1037691280435,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.9999999970750837}",20,0,-202.79677527124093,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
9,False,"{'a': 0.5, 'e': 0.9999999969251201}",25,0,-141.91991459414618,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9999999967674678}",20,0,-61.28752188356943,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9999999966017321}",25,0,-145.55221609958454,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.9999999964274993}",20,0,-92.3242530485104,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9999999962443333}",25,10,-20.331830771999734,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.999999996051776}",20,0,-140.12439982579016,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.9999999958493464}",20,0,-146.60576724076995,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9999999956365377}",20,0,-51.35782599791577,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9999999954128183}",30,0,-72.5641642821282,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9999999951776284}",20,0,-37.28922182425697,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9999999949303802}",25,0,-158.12062294698737,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9999999946704552}",20,0,-59.03846420515843,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9999999943972036}",25,0,-191.51018189712806,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.999999994109942}",20,0,-140.2005658460987,"{0: 9, 1: 4, 2: 3, 3: 3, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9999999938079522}",20,0,-130.35639434608152,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9999999934904793}",20,0,-19.17961047605293,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9999999931567289}",20,0,-129.1196538357326,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9999999928058669}",20,0,-185.48697526020578,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.9999999924370161}",30,0,-194.02119754882716,"{0: 15, 1: 5, 2: 5, 3: 3, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9999999920492536}",20,0,-62.159945013466746,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.9999999916416099}",20,0,-26.756101858567312,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.9999999912130663}",20,5,-58.39504206824631,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.9999999907625504}",25,0,-99.09097915305347,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9999999902889364}",20,0,-95.39963752796756,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9999999897910393}",30,0,-184.43682506529387,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9999999892676147}",20,0,-155.00830807671394,"{0: 6, 1: 4, 2: 8, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9999999887173535}",25,0,-51.375798099749446,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.99999998813888}",20,0,-114.30309655770135,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.9999999875307474}",25,0,-171.79020121643563,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.9999999868914351}",25,16,-9.332938336518943,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.9999999862193447}",20,0,-173.19637024430085,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.9999999855127955}",20,0,-37.35647205546998,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9999999847700205}",20,15,-3.5250139749933984,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.9999999839891627}",20,0,-65.54062101070055,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.9999999831682697}",20,0,-14.031024463862877,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.9999999823052884}",30,0,-94.41810113078755,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.999999981398061}",30,0,-216.02836656397747,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.9999999804443193}",20,0,-116.52402710996425,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.9999999794416781}",25,0,-91.9475914857633,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9999999783876303}",30,0,-272.4723495293396,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
49,False,"{'a': 0.5, 'e': 0.9999999772795406}",20,0,-120.55586574193293,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9999999761146378}",20,3,-75.66533820968361,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
51,False,"{'a': 0.5, 'e': 0.999999974890009}",20,0,-129.40811287655342,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9999999736025924}",25,0,-223.19070640380585,"{0: 12, 1: 3, 2: 4, 3: 3, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.9999999722491683}",25,0,-138.4980113102991,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.999999970826353}",20,0,-144.77534843061747,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.9999999693305879}",20,10,-82.10450825912793,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.9999999677581336}",20,0,-228.61571746747472,"{0: 6, 1: 3, 2: 6, 3: 2, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.9999999661050578}",35,0,-298.6405805736562,"{0: 15, 1: 4, 2: 10, 3: 2, 4: 4}",0
58,False,"{'a': 0.5, 'e': 0.9999999643672272}",20,0,-191.66046991804433,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
59,False,"{'a': 0.5, 'e': 0.9999999625402959}",25,0,-103.500566600938,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.9999999606196959}",25,0,-146.69093264707342,"{0: 12, 1: 1, 2: 11, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9999999586006244}",30,0,-77.77887227501428,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.9999999564780332}",35,0,-203.47958049358132,"{0: 20, 1: 5, 2: 6, 3: 1, 4: 3}",0
63,False,"{'a': 0.5, 'e': 0.9999999542466144}",20,4,-11.294521766845271,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.9999999519007884}",25,0,-132.81008666264665,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9999999494346891}",25,0,-100.22112088572675,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9999999468421502}",20,0,-132.6087274717525,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.9999999441166891}",25,0,-45.1465242323993,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.9999999412514907}",30,0,-120.64510428572882,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9999999382393905}",25,0,-108.81709643122625,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9999999350728566}",20,0,-119.91748956464824,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.999999931743971}",20,0,-75.42757315589367,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.9999999282444096}",30,0,-146.02767455405726,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9999999245654222}",25,0,-173.13256532675692,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.9999999206978091}",30,13,-110.9969687369177,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
75,False,"{'a': 0.5, 'e': 0.999999916631899}",20,0,-40.190654199690826,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9999999123575255}",25,0,-160.749852968962,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9999999078640001}",20,0,-94.16721525865427,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9999999031400869}",20,0,-54.33639927498152,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9999998981739734}",20,0,-59.04957482547922,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.999999892953242}",25,18,-13.121033727027744,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.9999998874648379}",25,0,-126.55334075304089,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9999998816950375}",20,0,-136.61251198371343,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9999998756294132}",20,0,-164.37787691260093,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.9999998692527976}",20,0,-123.89128522921517,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9999998625492461}",20,0,-94.57712657954208,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.9999998555019962}",25,0,-159.88749531736084,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.9999998480934262}",35,0,-207.94239478287753,"{0: 17, 1: 2, 2: 12, 3: 3, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.999999840305011}",25,0,-136.74224999670483,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9999998321172752}",20,0,-92.29743859916466,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9999998235097455}",20,0,-65.30898202148192,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.9999998144608981}",20,0,-76.13907211750755,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.9999998049481068}",25,1,-210.3492810118387,"{0: 11, 1: 4, 2: 4, 3: 2, 4: 3}",1
93,False,"{'a': 0.5, 'e': 0.9999997949475846}",25,0,-320.39523037273585,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 7}",0
94,False,"{'a': 0.5, 'e': 0.9999997844343246}",30,0,-246.44641915811067,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 5}",0
95,False,"{'a': 0.5, 'e': 0.9999997733820386}",20,0,-109.66439485428403,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.9999997617630899}",30,0,-232.62201628678972,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
97,False,"{'a': 0.5, 'e': 0.9999997495484255}",25,0,-134.21517113452367,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.999999736707502}",20,0,-154.44916109528052,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9999997232082107}",25,0,-126.39928509112545,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9999997090167964}",20,0,-26.082380924654302,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.999999694097773}",25,0,-285.9370979625574,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 5}",0
102,False,"{'a': 0.5, 'e': 0.9999996784138356}",30,0,-309.51003737766325,"{0: 11, 1: 4, 2: 8, 3: 3, 4: 4}",0
103,False,"{'a': 0.5, 'e': 0.999999661925766}",25,0,-185.182080309581,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
104,False,"{'a': 0.5, 'e': 0.9999996445923354}",25,0,-31.76527577969553,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9999996263702017}",35,0,-333.6155105060085,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 5}",0
106,False,"{'a': 0.5, 'e': 0.9999996072137998}",30,0,-245.56009382302835,"{0: 12, 1: 5, 2: 9, 3: 1, 4: 3}",0
107,False,"{'a': 0.5, 'e': 0.999999587075229}",20,0,-71.34935817444016,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.9999995659041324}",25,0,-62.64009502786253,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.9999995436475715}",30,0,-194.90935800030732,"{0: 14, 1: 1, 2: 11, 3: 3, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9999995202498934}",25,0,-103.04555144242927,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9999994956525918}",25,0,-107.74682232737146,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.999999469794161}",25,0,-154.42219057369925,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.9999994426099414}",20,0,-106.28933176390449,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.9999994140319587}",25,4,-76.68608822412978,"{0: 10, 1: 4, 2: 7, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.9999993839887533}",20,0,-66.6255236051154,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.9999993524052017}",20,0,-217.4273530580896,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.9999993192023292}",30,0,-178.75638779234654,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.999999284297111}",25,0,-91.06973960326636,"{0: 14, 1: 0, 2: 11, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9999992476022669}",20,0,-213.59728372774865,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
120,False,"{'a': 0.5, 'e': 0.9999992090260407}",35,12,-76.95155366620618,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.9999991684719722}",20,0,-87.52532013157459,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9999991258386559}",30,0,-152.1424953779592,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.9999990810194866}",20,0,-127.49821216612726,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9999990339023938}",25,0,-173.53984185902513,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.9999989843695606}",25,0,-99.49528756863916,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.9999989322971299}",25,0,-49.96186736865202,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.9999988775548947}",20,0,-145.9933961627458,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.9999988200059715}",30,0,-188.2303003479093,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
129,False,"{'a': 0.5, 'e': 0.9999987595064589}",25,0,-126.81781771443701,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.999998695905078}",20,0,-103.02026167027907,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.999998629042793}",30,0,-196.67011966180004,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9999985587524154}",20,0,-66.39520995163058,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9999984848581834}",20,0,-190.02519140075768,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
134,False,"{'a': 0.5, 'e': 0.9999984071753252}",20,0,-162.03161030646416,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
135,False,"{'a': 0.5, 'e': 0.9999983255095944}",25,0,-81.6598516040764,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.9999982396567868}",35,0,-51.995202987612714,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9999981494022271}",30,4,-257.99802277533007,"{0: 13, 1: 2, 2: 4, 3: 3, 4: 4}",1
138,False,"{'a': 0.5, 'e': 0.9999980545202348}",20,11,-16.145650803685722,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.9999979547735586}",30,0,-106.68523351330006,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.9999978499127818}",20,5,-94.68702520899957,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.999997739675702}",20,0,-56.788663194673305,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9999976237866726}",25,0,-157.30194514490424,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9999975019559143}",25,11,-99.61808746568552,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
144,False,"{'a': 0.5, 'e': 0.9999973738787915}",30,11,-13.984375812741385,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.9999972392350497}",35,0,-101.52775511698766,"{0: 26, 1: 1, 2: 6, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9999970976880148}",20,0,-105.65833816241329,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9999969488837513}",25,0,-224.14917492010972,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
148,False,"{'a': 0.5, 'e': 0.9999967924501778}",20,0,-41.19479872266931,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.9999966279961363}",20,0,-90.02312727092477,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.999996455110414}",20,0,-64.63775246537831,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.9999962733607158}",25,0,-150.45413630063817,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.9999960822925825}",20,0,-120.28871319099463,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.999995881428255}",30,0,-44.84277000716043,"{0: 25, 1: 3, 2: 0, 3: 1, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9999956702654805}",20,0,-189.8767408407728,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 5}",0
155,False,"{'a': 0.5, 'e': 0.9999954482762552}",35,0,-245.7949369489649,"{0: 18, 1: 4, 2: 9, 3: 0, 4: 4}",0
156,False,"{'a': 0.5, 'e': 0.9999952149055051}",20,0,-56.582733197908816,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.9999949695696981}",20,0,-62.04780676566937,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9999947116553853}",20,0,-79.76196496810326,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.9999944405176665}",30,0,-166.16364430343825,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.9999941554785778}",30,0,-156.7949088222623,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
161,False,"{'a': 0.5, 'e': 0.9999938558253978}",20,0,-76.1062492843333,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9999935408088644}",20,0,-126.23667509235682,"{0: 9, 1: 0, 2: 10, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.999993209641302}",30,0,-125.82202240870791,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9999928614946518}",25,0,-145.88369106120976,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9999924954984029}",25,0,-77.62669042070546,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9999921107374138}",35,6,-322.35603883659377,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 6}",1
167,False,"{'a': 0.5, 'e': 0.9999917062496261}",30,0,-76.87330021873171,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9999912810236589}",20,0,-85.66847254383838,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9999908339962802}",20,3,-82.53250663317398,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.9999903640497485}",25,12,-67.63537841126156,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.9999898700090192}",25,0,-179.94804872768972,"{0: 14, 1: 3, 2: 2, 3: 4, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9999893506388063}",20,0,-34.648737563943996,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.999988804640495}",25,0,-118.02563960263771,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.9999882306488944}",20,0,-139.42417437387945,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.9999876272288255}",20,0,-209.90637805119098,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
176,False,"{'a': 0.5, 'e': 0.9999869928715335}",30,0,-197.92928953149953,"{0: 15, 1: 1, 2: 11, 3: 1, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.9999863259909154}",30,0,-199.90543891395743,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
178,False,"{'a': 0.5, 'e': 0.9999856249195559}",20,0,-102.95241800588641,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.999984887904559}",20,0,-48.10085857066761,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.9999841131031667}",30,0,-144.97866059755663,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.999983298578152}",35,19,-51.84009112432273,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.9999824422929775}",35,0,-138.27074915998597,"{0: 17, 1: 9, 2: 8, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9999815421067044}",25,0,-117.11626702183858,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9999805957686416}",20,0,-58.42637271918258,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
