trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.8320183851339245}",20,5,-33.42326883403633,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.8249137318359602}",20,0,-59.47385963541231,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.8175744761936437}",20,0,-31.860146553601933,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.8099984339846871}",20,6,-61.52207913036998,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.8021838885585817}",30,0,-204.96175452302828,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
374,False,"{'a': 0.5, 'e': 0.7941296281990528}",30,0,-100.11973718218012,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.7858349830425586}",25,0,-73.28546386964916,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.7772998611746911}",20,0,-112.5787661067317,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.7685247834990175}",20,9,3.372694213779683,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.759510916949111}",20,7,-12.136984281907683,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.7502601055951177}",25,0,-36.15493286231081,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.740774899182154}",25,12,-1.086983996882343,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.7310585786300049}",30,1,-131.63672407768712,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 2}",1
382,False,"{'a': 0.5, 'e': 0.7211151780228631}",30,16,-49.05802997571339,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.7109495026250039}",20,2,-37.46515981146504,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.7005671424739729}",20,0,-112.58664859607019,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
385,False,"{'a': 0.5, 'e': 0.6899744811276125}",35,0,-128.8647181081401,"{0: 24, 1: 0, 2: 8, 3: 2, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.679178699175393}",20,0,-8.05208496242707,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.6681877721681662}",25,4,-103.64141392511424,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 2}",1
388,False,"{'a': 0.5, 'e': 0.6570104626734988}",25,17,1.4526787668191683,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.6456563062257954}",20,0,-136.08023223573537,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
390,False,"{'a': 0.5, 'e': 0.6341355910108007}",20,0,-60.702765087961616,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.6224593312018546}",30,11,-62.737142785549764,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
392,False,"{'a': 0.5, 'e': 0.610639233949222}",25,11,-52.59789336930707,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.598687660112452}",30,5,-30.645795228984866,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
394,False,"{'a': 0.5, 'e': 0.5866175789173301}",35,0,-168.80754113861403,"{0: 23, 1: 1, 2: 7, 3: 2, 4: 2}",0
395,False,"{'a': 0.5, 'e': 0.574442516811659}",20,0,24.759847368524316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.5621765008857981}",20,3,23.139290853689506,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.549833997312478}",20,11,3.8861575301660434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.5374298453437496}",25,12,-4.300826952877896,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.52497918747894}",25,8,-25.603562919204823,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.5124973964842103}",20,0,-77.4683880863689,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
401,False,"{'a': 0.5, 'e': 0.5}",20,0,-101.41391613920689,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.4875026035157896}",20,0,-58.03391551703144,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.47502081252106}",30,15,19.43650528613869,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.46257015465625045}",30,14,-13.398516376201433,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.45016600268752216}",20,0,-104.5896972441942,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.43782349911420193}",20,2,-66.69308651255524,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.425557483188341}",25,7,16.19915977453413,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.41338242108267}",20,4,-40.703012975798615,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.401312339887548}",20,0,-20.826416335816305,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.389360766050778}",20,0,-28.419008669217042,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
411,False,"{'a': 0.5, 'e': 0.3775406687981454}",20,8,-72.80914629526488,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
412,False,"{'a': 0.5, 'e': 0.36586440898919936}",25,16,-5.285434856804111,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.35434369377420455}",20,2,-19.5821481734851,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.34298953732650117}",30,15,-35.80278598281826,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.3318122278318339}",25,0,-1.4780610185311864,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.320821300824607}",25,0,-26.020475001202573,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.31002551887238755}",20,0,-28.92545820666538,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.29943285752602705}",25,0,-11.430077590042586,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.289050497374996}",25,0,5.059619568745182,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.27888482197713693}",25,13,9.06556794705115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.2689414213699951}",25,6,34.854374490520506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.259225100817846}",20,0,2.738089616008189,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.24973989440488234}",20,7,-7.178203078921281,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.24048908305088898}",25,0,-73.4880098037511,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
425,False,"{'a': 0.5, 'e': 0.23147521650098238}",25,7,-19.595728393837312,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.22270013882530884}",35,14,14.832179430891786,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2141650169574414}",20,16,8.61868693280219,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.20587037180094733}",35,19,15.632990741176142,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.19781611144141825}",30,20,19.90413088621024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.19000156601531298}",20,4,-11.63165851543098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
431,False,"{'a': 0.5, 'e': 0.18242552380635635}",35,21,26.74721558688442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.1750862681640398}",20,9,19.568543962760632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.16798161486607552}",25,4,20.877121375037103,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.16110894957658525}",20,11,18.48070262813889,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.1544652650835347}",20,10,22.090596538414427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.14804719803168948}",30,16,27.449969081564788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.14185106490048777}",20,16,9.293578601915645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.13587289700909427}",25,16,16.10417262294741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.13010847436299786}",30,19,7.69995427771298,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.12455335818741645}",30,13,36.176204073666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11920292202211755}",20,2,32.790388772563425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.11405238127979088}",20,10,-22.699424451591227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.10909682119561293}",20,10,9.16688061170143,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10433122311900131}",30,20,-21.768109843986473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.09975048911968513}",25,12,11.813476481279778,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.09534946489910949}",25,16,11.905937856562836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.09112296101485616}",25,5,18.256759339563075,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.08706577244027125}",25,15,20.381757144371996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.08317269649392238}",35,17,25.677127320033694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.07943854918397836}",25,0,15.273853660585473,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.07585818002124355}",20,13,12.917135245654794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.07242648536151773}",30,6,42.09493330510172,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.06913842034334682}",20,13,14.002586876322795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.06598900949121879}",20,13,13.624759903894532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.06297335605699649}",20,14,12.529300819460973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.060086650174007626}",20,10,18.10468764863394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.057324175898868755}",20,9,24.727753151970553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.05468131721594076}",20,16,9.91329617388607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.05215356307841774}",25,15,-23.972538798349092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
460,False,"{'a': 0.5, 'e': 0.04973651155855672}",20,3,25.064119676969472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.04742587317756678}",35,15,31.168738417437634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.045217473483287494}",25,10,9.646019606778738,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.043107254941086116}",20,7,3.0292961313947515,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.041091278200465015}",25,14,-22.919799115911268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.039165722796764356}",25,7,31.75192925195875,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.03732688734412946}",20,14,11.647425999351949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.03557118927263618}",35,19,31.768781526844755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.03389516415917814}",20,8,20.105251589509976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.032295464698450516}",30,10,25.981911558408363,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.030768859357148008}",20,14,11.07477784226488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.02931223075135632}",25,5,36.461774169786054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.027922573784073024}",30,16,21.395832162137847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.026596993576865856}",25,13,22.210310392830262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.02533270322687173}",25,7,-30.070411195721764,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.024127021417669196}",25,20,11.52204620593514,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.022977369910025615}",30,0,44.28236403911577,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.021881270936130476}",20,14,11.555891755195404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.020836344518680425}",25,16,18.376643171308228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.01984030573407751}",25,5,34.21969261184563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.01889096193703905}",25,11,25.123378718488027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.01798620996209156}",25,19,11.335896658482906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.017124033315727736}",20,3,27.826716175790455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.016302499371440946}",20,12,17.12451524552046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.015519756578408886}",25,1,37.29137880670465,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.014774031693273055}",20,0,32.932315675512,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.014063627043245475}",25,13,28.0832691008637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.013386917827664779}",20,16,7.924703809510724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.012742349464111609}",20,14,12.204170424674842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.012128434984274237}",20,13,10.102226945846699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.011543752483922289}",20,8,25.060753985075486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.01098694263059318}",20,10,17.481860775322225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.010456706231918071}",25,15,17.569729359117865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.009951801866904324}",20,14,5.813955567744851,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.009471043581946108}",25,13,-19.82899933778987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
495,False,"{'a': 0.5, 'e': 0.009013298652847822}",25,11,26.47640068284498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.008577485413711984}",25,5,29.789120869859314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.008162571153159897}",20,6,24.386839603704562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.007767570078015005}",25,15,16.722987486825158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.007391541344281971}",25,15,16.98085691544675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.007033587154995161}",20,6,20.053487092473947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0066928509242848554}",20,2,30.168378277037167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006368515506815548}",20,10,20.91037565996815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.0060598014915841155}",20,9,21.750382321941792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.005765965558924903}",35,19,27.638587072722952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.005486298899450404}",30,14,25.165889760580914,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.005220125693558397}",30,16,28.418608844455143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.004966801650056961}",20,0,27.140599477143805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.0047257126023954816}",25,7,34.87718543895062,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.004496273160941178}",20,8,23.82318606058555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.004277925419704973}",20,7,-15.249374966443417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
511,False,"{'a': 0.5, 'e': 0.004070137715896128}",30,22,19.23518395841993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.0038724034406710317}",25,20,10.877978914160852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.003684239899435989}",35,13,39.815366495347796,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.003505187220066338}",20,10,18.186731653038695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.0033348073074133443}",20,10,19.346471165253536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.0031726828424851893}",25,20,11.36701793529979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.003018416324708424}",20,11,17.033107792433746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.0028716291557003997}",20,16,8.022458837833717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.002731960763011059}",20,14,10.577117970956612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.002599067762323347}",25,7,32.11621116455834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.0024726231566347743}",30,15,29.4138754043614,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.002352315570978148}",20,8,20.779807067746646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.0022378485212763335}",20,3,28.484687004068935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.0021289397159641892}",25,19,9.969227931507092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.002025320389049882}",30,22,17.008775027892163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.0019267346633274757}",20,5,30.36398926196154,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.0018329389424928053}",25,18,16.169518934566838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.0017437013309547797}",25,13,20.84465567681141,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.0016588010801744215}",20,7,26.218517333546245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.001578028060403861}",20,8,23.414647123508882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.0015011822567369917}",30,16,25.657354196006736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.0014280732884225744}",20,11,15.078730195976108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.0013585199504289591}",20,16,8.694195907263696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.0012923497762873384}",20,8,23.439175865094164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.0012293986212774202}",20,16,6.443263994074059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.0011695102650555148}",30,24,13.12255233665857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.0011125360328603216}",20,15,9.990006375642619,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.0010583344344660148}",20,14,11.024162552644608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.001006770820085637}",20,10,17.20545970720271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.0009577170524602394}",25,17,17.748914966098127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.0009110511944006454}",20,8,22.58835960707699,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.0008666572110791978}",20,8,23.423310677067605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.0008244246863982953}",20,3,31.264390431340416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.0007842485527910258}",20,6,27.760455306999813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.000746028833836697}",25,11,24.429988272985028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.0007096703991005881}",20,6,26.440828179931014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.0006750827306328381}",30,15,27.51112374107118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.0006421797005859859}",20,4,24.214335257183013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.000610879359434401}",20,6,24.131501518373046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.0005811037343016315}",30,16,24.920126019623282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0005527786369235996}",20,0,31.397937144603137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 0.0005258334807966399}",25,3,36.146902247696765,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.0005002011070795643}",30,19,19.04807568765425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
